id,search_term,dismissed_at,created_at
4c347073-dda0-4c54-a2d7-2ede54d1dd68,unopened Articuno ex EX Collector's Window Tins Nintendo Promos 032 holo,2025-12-12 03:59:24.025+00,2025-12-12 03:59:23.228012+00
4c87bc15-cfb7-423a-8a45-b890c0bd39b4,Charmander Reverse Cosmos Holo,2025-11-21 04:00:38.476+00,2025-11-21 04:00:38.218334+00
4e494855-edca-4918-9af4-33fb9b2024c4,Meganium Delta Species 4/101 Dragon Frontiers reverse holo,2025-10-31 12:51:23.746+00,2025-10-31 12:51:23.467752+00
4e4aa7d7-1cba-4b49-8ce4-165de7526a6e,M Gardevoir EX 156 Full Art 156/160 Primal Clash holo,2025-10-31 13:10:08.953+00,2025-10-31 13:10:08.655378+00
4e7b767f-7258-4afc-97fc-908849e94292,Celebi EX 9/149 Boundaries Crossed holo,2025-10-31 03:13:51.783+00,2025-10-31 03:13:52.125773+00
4f0bab23-0ef1-4d44-84ab-16373bbc7cfa,Snorlax 109/149 Boundaries Crossed reverse holo,2025-10-29 13:08:23.72+00,2025-10-29 13:08:24.803316+00
50db420f-ec44-4c9a-9a90-add47b5b7f1f,"White Kyurem EX 146 Full Art ""146/149"" Boundaries Crossed holo",2026-02-27 15:35:51.151+00,2026-02-27 15:35:45.049726+00
519cd695-dfe7-4944-9de5-5cb2720a5d43,"Poliwag ""125/165"" Expedition reverse holo",2026-03-10 20:12:04.343+00,2026-03-10 20:12:05.192223+00
51ef21e6-8b9c-462b-9374-7d418a52cb10,Celebi Prime 92/102 Triumphant holo,2025-10-31 02:26:30.392+00,2025-10-31 02:26:31.485791+00
53b6c3e2-6485-478b-bd83-ffe5c956f573,Reshiram EX 95 Full Art 95/99 Next Destinies holo,2025-10-31 03:02:13.923+00,2025-10-31 03:02:14.492359+00
541f9da8-00c8-4613-9000-3d01d9728211,______'s Pikachu Pikachu World Collection Promos 24,2025-10-29 12:28:59.319+00,2025-10-29 12:29:01.115421+00
544c1e00-0e1f-4df8-a521-9ad082e4a168,Charizard G Lv.X Supreme Victors 143 holo,2026-03-06 12:42:14.8+00,2026-03-06 12:42:14.992992+00
54de8b42-dc81-4d7c-9f75-f1adbf8c4a14,Terrakion 99 Full Art 99/101 Noble Victories holo,2025-10-31 03:05:40.156+00,2025-10-31 03:05:40.501575+00
561cffc5-7e1a-42f0-ac08-3ac5a59b9d26,Glaceon GX Secret Rare 159/156 Ultra Prism holo,2025-10-31 11:54:32.581+00,2025-10-31 11:54:32.442119+00
56220824-e827-41d8-b15b-b6801270fd49,"Eevee ""55/115"" Unseen Forces reverse holo",2025-12-06 00:45:23.46+00,2025-12-06 00:45:20.144686+00
562f5e12-7cdd-40c6-9e73-55f5f93cca71,Charizard 19/113 Cosmos Holo,2025-12-17 03:37:07.063+00,2025-12-17 03:37:04.913506+00
56f2bc7d-61eb-407a-bc6a-cb7422efbe04,Tropical Wind Worlds 09 Staff Diamond and Pearl Promos DP48,2025-12-06 06:32:16.435+00,2025-12-06 06:32:16.796573+00
57046a8a-9de0-4a53-861f-069f83a3ff33,Armaldo ex 84/92 Legend Maker holo,2025-10-30 15:41:47.469+00,2025-10-30 15:41:46.831043+00
585782ed-a140-409b-aa49-df01ca9d880e,"Rhyhorn ""62/106"" Emerald reverse holo",2026-03-09 18:14:01.694+00,2026-03-09 18:14:02.726508+00
5892033f-a8dd-4c58-abc0-f99ca7ff557b,Arcanine 22/132 Secret Wonders reverse holo,2025-11-16 05:32:08.018+00,2025-11-16 05:32:08.222548+00
5907500b-d4ac-4039-afdb-2f12775c34ae,Hop's Snorlax GameStop Cosmos Holo,2025-10-29 13:51:54.237+00,2025-10-29 13:51:55.496204+00
59516d7d-d944-460d-a4c8-66c8137383b7,Munchlax 68/100 Majestic Dawn reverse holo,2025-10-31 13:40:01.246+00,2025-10-31 13:40:00.926867+00
5962f81c-1a38-45c3-ad20-ae7f332900c4,Water Energy 2023 Professor Program Promos 003 holo,2025-10-29 13:22:31.7+00,2025-10-29 13:22:32.869888+00
5a0591f4-4bec-4f4b-82c7-7e80f08891d9,Electivire FB Lv.X Supreme Victors 144 holo,2025-10-30 13:04:22.075+00,2025-10-30 13:04:21.603333+00
5a0a044c-a467-4ab0-9f8d-b19764a4f8d6,Snorlax Delta Species 10/101 Dragon Frontiers reverse holo,2025-10-24 01:59:28.85+00,2025-10-24 01:59:28.004833+00
5a4171fe-d13c-4cb3-b666-8bf7599555a6,"Umbreon ""24/100"" Sandstorm reverse holo",2025-12-06 00:10:48.696+00,2025-12-06 00:10:45.553577+00
5c60a7dc-0670-47ad-a505-b7536a59214e,Champions Festival 2014 Staff XY Promos XY27 holo,2025-10-23 19:49:12.343+00,2025-10-23 19:49:11.998165+00
5c66c3f0-fe67-4db0-b08f-93004073f7ec,Illumise 32/106 Emerald reverse holo,2025-10-29 13:58:30.424+00,2025-10-29 13:58:31.557216+00
5c77b536-e675-4c21-ae8e-7e3e7e58e949,Mew 19 019/165 Expedition reverse holo,2025-10-31 03:12:45.636+00,2025-10-31 03:12:46.204447+00
5dc193f5-469d-47ba-8770-e90d0f03d51e,M Tyranitar EX 92 Full Art 92/98 Ancient Origins holo,2025-11-17 03:07:34.437+00,2025-11-17 03:07:33.855853+00
5dddf87a-ea20-48d5-b841-4e3582290218,Glaceon 5 5/100 Majestic Dawn reverse holo,2025-10-31 13:09:12.012+00,2025-10-31 13:09:11.806526+00
5ea97b64-0738-4041-ad4c-4b252fde2008,"Luxray GL Lv.X ""109/111"" Rising Rivals holo",2026-02-27 18:51:38.874+00,2026-02-27 18:51:32.094169+00
5ee67d8c-9c55-4c7d-be83-3cdf916242e5,Tinkaton ex  262/193 Paldea Evolved holo,2025-10-29 19:34:07.175+00,2025-10-29 19:34:07.922223+00
5f6eb5b4-3c78-4d3e-82b1-48f8f4690f7f,"Ampharos ""01/64"" Neo Revelation",2025-12-15 03:32:38.897+00,2025-12-15 03:32:30.583949+00
5fc9defb-27d8-48b2-b951-d46bef3ed4f2,Shaymin V 013/172 Prize Pack Series Cards holo,2025-10-31 13:18:44.549+00,2025-10-31 13:18:44.411821+00
60042b6b-a180-4a29-a1c4-f515b5a3f1e1,Hitmonchan ex 98/109 Ruby and Sapphire holo,2025-10-31 11:52:52.371+00,2025-10-31 11:52:52.21072+00
60630a43-8f8d-43cc-a7a7-7780bd67c80d,Champions Festival Worlds 13 Staff Black and White Promos BW95,2026-02-27 15:44:03.857+00,2026-02-27 15:43:57.329671+00
60e6f497-c220-4093-a6c3-6dd8009f52b5,Metagross Delta Species 11/113 Delta Species reverse holo,2025-10-31 12:04:38.144+00,2025-10-31 12:04:38.068564+00
61841217-85ff-4191-99df-6c7ab77960e7,"Dragonite ""83/116"" Plasma Freeze reverse holo",2025-12-15 02:11:45.06+00,2025-12-15 02:11:37.049683+00
618783a2-cabd-48a0-81b4-03222508a04f,M Garchomp EX  XY Promos XY168 holo,2025-11-07 20:44:45.986+00,2025-11-07 20:44:44.714614+00
61be16e2-217d-4ab5-9075-e3124b5a21d2,Lucario GX Full Art 122/131 Forbidden Light holo,2025-10-31 13:13:14.13+00,2025-10-31 13:13:13.928436+00
61c05d65-824a-4ae1-a76a-5d59d7456a22,Eevee 63/100 Sandstorm reverse holo,2025-10-30 13:17:44.511+00,2025-10-30 13:17:43.969698+00
61ff5e3e-d5c2-4341-bb83-18db602633e9,"Ho Oh Ex 119 Full Art ""119/124"" Dragons Exalted holo",2025-12-15 01:52:24.457+00,2025-12-15 01:52:16.892941+00
6250ebbd-4fdf-400e-ba34-b4be557b6f67,Leafeon VMAX 008/203 Prize Pack Series Cards holo,2025-10-31 13:38:14.408+00,2025-10-31 13:38:14.225915+00
632f9f4b-e8ab-40e6-ab43-a8354b642542,"Jolteon Team Plasma ""34/116"" Plasma Freeze reverse holo",2025-12-07 05:56:36.878+00,2025-12-07 05:56:38.078941+00
63965b01-f48b-4b4a-a41b-dc39e13903e5,Arceus LV.X  Diamond and Pearl Promos DP56 holo,2025-10-31 03:16:02.713+00,2025-10-31 03:16:03.063331+00
6532467c-4f28-4c15-bd3d-6b8f5ffc8f67,"Uxie ""43/146"" Legends Awakened reverse holo",2025-11-30 23:19:25.853+00,2025-11-30 23:19:24.605948+00
66ca6f91-0f19-447a-987a-5154819c0a20,Teal Mask Ogerpon Cosmos Holo Gamestop Exclusive,2025-10-29 19:30:55.808+00,2025-10-29 19:30:56.451695+00
677bc195-65e6-4186-9b66-967209ab0a68,unopened Pikachu EX Series Collector's Tin Nintendo Promos 012 holo,2025-10-31 02:37:48.67+00,2025-10-31 02:37:49.188229+00
67a6ac20-65d6-4b68-b56d-47aa5e62b862,Victory Cup Battle Road Autumn 2012 1st Place Black and White Promos BW31 holo,2025-10-23 19:55:42.137+00,2025-10-23 19:55:41.569424+00
6866d0d2-0d8d-43c4-a111-30a1424dddce,"Snorlax ""37/130"" Diamond and Pearl reverse holo",2026-02-06 16:04:33.582+00,2026-02-06 16:04:31.129507+00
687fee15-fb30-4283-8ec3-ad0ae69dee53,unopened Zapdos ex EX Collector's Window Tins Nintendo Promos 033 holo,2025-11-23 05:09:38.075+00,2025-11-23 05:09:37.133342+00
68e05ae0-b357-4a70-8dea-c4855e80e86f,Kyogre Prerelease Staff SM Promos SM129 holo,2026-03-10 00:43:57.43+00,2026-03-10 00:43:53.111778+00
69225a27-52cb-4a38-b126-c3562e4b23ae,Espeon  Black and White Promos BW92 holo,2025-10-31 03:05:39.36+00,2025-10-31 03:05:39.709442+00
6a27f426-ce51-4b2c-a05d-ad8298b801eb,Dragonite Delta Species 3/113 Delta Species reverse holo,2025-11-23 04:22:24.071+00,2025-11-23 04:22:23.123215+00
6a9d1e59-a5af-4174-94b4-3d2cad92c09b,Trapinch 68/108 Power Keepers reverse holo,2025-10-30 15:37:12.155+00,2025-10-30 15:37:11.511858+00
6ad91393-c196-4337-9113-6f006e5b2fce,"Charizard ""1/99"" Arceus reverse holo",2025-12-06 00:22:21.188+00,2025-12-06 00:22:18.116299+00
6b6e1b5e-8b2b-490d-a21a-5108e0c803d6,"Manectric ""38/107"" Deoxys reverse holo",2026-02-06 03:38:47.576+00,2026-02-06 03:38:47.227034+00
6c0ca097-f597-44b7-acfa-8a64ec1ba2cf,Flutter Mane Pokemon Center Scarlet & Violet Promo Cards 097 holo,2025-10-31 02:50:22.176+00,2025-10-31 02:50:22.617919+00
6c3b539e-15e3-4ead-9ee7-dba8147b7e68,"Arcanine ""15/100"" Sandstorm reverse holo",2025-12-07 06:00:55.877+00,2025-12-07 06:00:57.064311+00
6da11a35-30ef-4fd6-97f6-e2e9b32442bf,"Rayquaza ex Delta Species ""97/101"" Dragon Frontiers holo",2026-02-27 15:31:05.367+00,2026-02-27 15:30:59.142622+00
6dc40851-2288-474e-9811-b02404147810,"Charmeleon ""102/100"" Stormfront holo",2026-03-10 11:39:17.106+00,2026-03-10 11:39:17.142911+00
6e1cd9ba-c35d-4f5b-8c6b-5296fbf70ce2,"Dark Dragonite ""15/109"" Team Rocket Returns reverse holo",2025-12-01 02:37:44.202+00,2025-12-01 02:37:43.40408+00
6f5932c9-53ca-4295-9f5e-49ed8455778a,Marill 11/18 Southern Islands reverse holo,2025-10-30 12:56:05.933+00,2025-10-30 12:56:05.382351+00
7014d840-b969-42a9-85fc-36b5e3b2a317,Mew Non Holo DVD Promo,2025-10-29 13:09:57.248+00,2025-10-29 13:09:58.387312+00
7151c0bb-8b91-483e-96a2-419c4ac47889,Rocket's Sneasel 5 Winner 005/009 Best of Promos,2025-10-29 13:48:56.644+00,2025-10-29 13:48:57.773605+00
7172fa82-3684-4fd2-acb8-ebc4a2e836ab,"Team Rocket's Moltres ex  ""229/182"" Destined Rivals holo",2025-12-27 15:22:03.757+00,2025-12-27 15:22:04.212491+00
7177f861-3dda-4a8d-b57b-0d83895bb873,Gengar 60/162 Cosmos Holo,2025-10-31 12:06:18.953+00,2025-10-31 12:06:18.75439+00
7222bb96-1dcb-48fb-8106-cca82804556c,Misty's Seadra 009/132 Gym Heroes,2025-10-31 03:15:13.686+00,2025-10-31 03:15:14.222695+00
72b645f0-d182-4ea2-9c43-fdfcc2aca97f,Raikou 13 13/64 Neo Revelation,2025-11-17 02:57:48.739+00,2025-11-17 02:57:48.285654+00
72e6276a-f4c9-4a13-8a51-c169689ba394,"Umbreon ""32/100"" Majestic Dawn reverse holo",2025-12-01 03:38:46.32+00,2025-12-01 03:38:44.342614+00
72fdcc94-58c9-40e2-9601-b24a1be838fc,"Primal Kyogre EX Alpha 149 Full Art ""149/160"" Primal Clash holo",2025-12-12 03:58:58.795+00,2025-12-12 03:58:58.239146+00
733d76f5-8b18-413f-944d-b9b8d2aae26f,Mew EX 120 Full Art 120/124 Dragons Exalted holo,2025-10-29 12:07:38.922+00,2025-10-29 12:07:40.231995+00
739bec4d-e15c-4a80-ba66-b6732c294a14,Champions Festival 2014 XY Promos XY27 holo,2025-10-31 14:09:03.946+00,2025-10-31 14:09:03.760082+00
7401cbf0-3d52-4eed-a4bc-62ba79cdad49,"Vileplume ""17/18"" Southern Islands reverse holo",2025-12-17 03:48:06.237+00,2025-12-17 03:48:04.197602+00
74026c85-06f2-42b7-b11c-9e5317f173da,Shiftry ex 97/100 Crystal Guardians holo,2025-10-31 13:43:35.689+00,2025-10-31 13:43:35.493282+00
748f5982-1a98-468a-bbd5-5c228115325b,Swinub 107 107/144 Skyridge,2025-10-31 12:00:42.96+00,2025-10-31 12:00:42.894406+00
74d5f1ed-b07f-4847-b981-fad84e030a36,"Vulpix ""116/147"" Aquapolis reverse holo",2025-12-15 02:09:46.585+00,2025-12-15 02:09:38.560385+00
75002748-6064-4752-9fce-1d2d7b22fd27,"Nidoking Delta Species ""6/101"" Dragon Frontiers reverse holo",2025-12-07 06:00:43.873+00,2025-12-07 06:00:45.169606+00
7505d57a-1757-4f58-83dc-cbefd3b6ce89,Tyranitar 29 029/165 Expedition reverse holo,2025-10-24 02:56:39.499+00,2025-10-24 02:56:38.526352+00
75364b49-0e09-4abf-96d7-5d11233439ef,Exploud 6/101 Hidden Legends reverse holo,2025-10-30 15:37:39.597+00,2025-10-30 15:37:38.697118+00
759c25e3-d069-4528-b75a-028e6f5b1a37,Mew 47 47/53 WoTC Promo,2025-11-08 19:16:37.694+00,2025-11-08 19:16:36.274205+00
75b35a1a-3dd0-4706-8fcb-3e0be546697b,Charizard 3/132 Secret Wonders reverse holo,2025-11-29 02:15:56.559+00,2025-11-29 02:15:56.178926+00
7731b8cc-ca55-45b6-9edd-5eb3c3c81a38,Naganadel & Guzzlord GX Full Art 223/236 Cosmic Eclipse holo,2025-10-31 13:14:00.338+00,2025-10-31 13:14:00.116122+00
7750a40a-8ab2-43c1-8b03-628e8d655769,"Politoed ex ""107/115"" Unseen Forces holo",2026-02-05 17:48:32.543+00,2026-02-05 17:48:31.4426+00
77816dda-5e99-4261-a1a5-45aebde100d2,M Gallade EX 100 Full Art 100/108 Roaring Skies holo,2025-10-31 11:50:18.22+00,2025-10-31 11:50:18.137862+00
77a50d61-fe08-4c19-b287-64f4c24eb83e,"Glaceon 5 ""5/100"" Majestic Dawn reverse holo",2025-11-30 21:52:05.035+00,2025-11-30 21:52:03.941965+00
77ba3a8c-58be-4086-aa3a-f8478ed8241c,"Weedle 114 ""114/144"" Skyridge reverse holo",2026-02-27 18:51:54.726+00,2026-02-27 18:51:47.752158+00
78c8538e-8541-4f61-8495-73240a18aebe,Lugia  HGSS Promos HGSS02 holo,2025-11-17 03:30:00.111+00,2025-11-17 03:29:59.829258+00
790943ae-f850-4999-a46d-b158486eb9a9,"Lucario 78 ""78/135"" Plasma Storm reverse holo",2025-11-30 23:30:01.077+00,2025-11-30 23:29:59.805359+00
799c0cfe-968d-4d20-93ef-823507942580,"Delibird ""21/109"" Team Rocket Returns reverse holo",2026-03-09 17:35:40.31+00,2026-03-09 17:35:41.417827+00
79ef50ba-dfb2-4e1a-af2c-f9af8340fe88,"Dark Magcargo ""38/109"" Team Rocket Returns reverse holo",2026-02-27 19:05:58.053+00,2026-02-27 19:05:51.084466+00
7ac4cabe-0b10-4c0d-b925-9ce764d6535f,Eevee Reverse Cosmos Holo,2025-11-16 05:14:23.807+00,2025-11-16 05:14:23.983154+00
7adaa96d-7752-4826-9116-4c140b5c5e69,Suicune 59/214 Legendary Pokemon Stamped,2025-10-31 12:36:57.167+00,2025-10-31 12:36:56.967135+00
7aed9eb7-1482-47d5-8332-2a7134ab57cd,Magmar ex 100/109 Ruby and Sapphire holo,2025-10-30 13:18:04.529+00,2025-10-30 13:18:03.801053+00
7b32f671-3b89-423a-9bd5-bd6eb919132e,"Mirage Stadium ""132/144"" Skyridge reverse holo",2025-11-30 23:02:48.543+00,2025-11-30 23:02:47.244013+00
7bb02273-3b74-431a-8986-6fc8ba7e03e1,"Venusaur ""28/100"" Crystal Guardians reverse holo",2025-11-30 22:56:27.905+00,2025-11-30 22:56:26.843056+00
7c075c5b-0fa4-438b-8983-733a5d99f296,Champions Festival 2016 XY Promos XY176,2025-10-24 01:05:10.088+00,2025-10-24 01:05:09.200452+00
7c0d39f9-5a79-4569-a049-df329188a50b,Mega Lopunny & Jigglypuff GX Secret 261/236 Cosmic Eclipse holo,2025-10-31 13:02:18.228+00,2025-10-31 13:02:18.041028+00
7c5247cd-d405-4c58-923d-97e24354fde3,Alph Lithograph Unleashed TWO holo,2025-11-07 20:34:02.479+00,2025-11-07 20:34:01.060184+00
7cc3ac70-3d86-4297-87a1-28e372840ded,"Mystery Plate Delta ""136/144"" Skyridge reverse holo",2025-12-15 02:06:43.989+00,2025-12-15 02:06:35.875111+00
7dc8f322-96de-4a33-a0dc-077f400ad18c,Smeargle 11 11/75 Neo Discovery,2025-10-29 19:04:39.903+00,2025-10-29 19:04:40.685041+00
7f08a6ff-c948-4266-aa97-ba30f27619a8,Charmander 101/100 Stormfront holo,2025-11-07 19:11:00.712+00,2025-11-07 19:10:59.457928+00
7fad36f4-aeeb-4c32-ad3f-e62eb497bd49,Machamp 9/92 Legend Maker reverse holo,2025-11-29 01:29:55.257+00,2025-11-29 01:29:54.826506+00
814e77ef-1023-46e6-b9c8-8137228b6db1,Champions Festival 2015 XY Promos XY91,2025-11-23 04:37:39.578+00,2025-11-23 04:37:38.890827+00
828d91e9-d060-4f07-99eb-21b33a39c5ad,Lunatone 36/107 Deoxys reverse holo,2025-10-29 13:16:06.97+00,2025-10-29 13:16:08.269967+00
83724d46-5dda-4f48-b4fc-87574bbd2829,Mew 15/132 Secret Wonders reverse holo,2025-11-23 05:26:44.008+00,2025-11-23 05:26:42.979929+00
83a5d584-8211-40f4-a9fe-198a423f5ce1,Moltres Prerelease Staff XY Promos XY127 holo,2026-02-05 20:09:53.236+00,2026-02-05 20:09:51.802475+00
84f95d12-7b70-47f6-a045-8577143eb049,"Heracross Delta Species ""3/101"" Dragon Frontiers reverse holo",2025-12-17 03:48:38.714+00,2025-12-17 03:48:36.533261+00
858c5834-3442-4a93-b7d0-e34b51a2cee9,Haunter 34/112 FireRed & LeafGreen reverse holo,2025-10-31 12:30:18.346+00,2025-10-31 12:30:18.091189+00
86edf227-7226-4d8f-b57e-88810bb882e0,Typhlosion Prime  HGSS Promos HGSS09 holo,2025-11-16 05:39:10.668+00,2025-11-16 05:39:10.864785+00
8704cf11-1d6a-4355-b041-14db9cc1d90c,"Arcanine ""22/132"" Secret Wonders reverse holo",2025-11-30 23:03:00.255+00,2025-11-30 23:02:58.963691+00
87becd47-e6c5-470d-a3fd-b9835f1f84eb,"Solrock ""47/107"" Deoxys reverse holo",2026-03-10 20:33:00.535+00,2026-03-10 20:33:01.518104+00
88322192-d86e-4a17-afaf-ce64b7fc9a1c,Relicanth Shiny Supreme Victors SH8 reverse holo,2025-11-17 03:17:48.752+00,2025-11-17 03:17:48.19099+00
89146e9b-7142-4059-9263-c3a386487eed,Miraidon Pokemon Center Exclusive Scarlet & Violet Promo Cards 013 holo,2025-10-24 01:19:09.097+00,2025-10-24 01:19:08.445631+00
89cb3832-29d6-4868-9759-42122d110962,"Palkia G Lv.X ""125/127"" Platinum holo",2025-11-30 22:56:58.617+00,2025-11-30 22:56:57.335531+00
8a740d0a-63ac-4289-a63b-c7b01a4dca9e,Ursaring 15 15/75 Neo Discovery,2025-10-31 12:09:21.537+00,2025-10-31 12:09:21.362419+00
8a8b3bcb-f63c-40d8-9cb6-6c7d9482abdd,Shiinotic Prerelease SM Promos SM10 holo,2025-10-31 13:33:49.891+00,2025-10-31 13:33:49.702098+00
8b3e9fa8-c85e-4803-8061-176ba27e9db1,"M Manectric EX 120 Secret Rare ""120/119"" Phantom Forces holo",2025-12-06 00:12:22.115+00,2025-12-06 00:12:18.905798+00
8c4d42ee-3d7a-49ac-bc83-c3626daf4132,Crawdaunt ex 99/110 Holon Phantoms holo,2025-10-31 11:51:55.96+00,2025-10-31 11:51:55.775402+00
8c6d9230-5100-4b84-a969-52ab1587abd2,M Diancie EX  XY Promos XY44 holo,2025-10-29 19:48:20.091+00,2025-10-29 19:48:20.716526+00
8c760e15-12a9-4b98-8eeb-4895b00c6803,"Linoone ""34/106"" Emerald reverse holo",2026-03-10 15:49:47.359+00,2026-03-10 15:49:46.893936+00
8c7e7394-2bef-4931-8e12-d58f19e34cbe,"Pikachu ""74/112"" FireRed & LeafGreen reverse holo",2026-02-27 19:03:33.754+00,2026-02-27 19:03:26.792416+00
8d149683-ffde-465c-a1b7-292087bf44be,"Butterfree 5 ""005/165"" Expedition reverse holo",2025-12-07 06:00:10.623+00,2025-12-07 06:00:11.809988+00
8d3641e0-1c33-4992-8bc7-97c760a3173d,Infernape LV.X 121/130 Diamond and Pearl holo,2025-11-23 05:30:10.318+00,2025-11-23 05:30:09.459946+00
8d364977-7310-40b0-8c36-10379e74953f,Pikachu V Union Set of 4 Sword & Shield Promo Cards  holo,2025-11-30 23:29:45.534+00,2025-11-30 23:29:44.175266+00
8f458551-56a9-4ce7-b0ca-04e47b1c07cc,Ponyta Shiny Arceus SH11 reverse holo,2026-03-10 01:18:56.234+00,2026-03-10 01:18:52.25404+00
905b9451-c5e5-4981-91fd-7fcfa3072876,Latias EX 85/116 Plasma Freeze holo,2025-10-31 01:52:52.335+00,2025-10-31 01:52:53.207207+00
906ad71f-f734-4f6b-8275-cf1607d4c52c,Crobat 04/64 Neo Revelation,2025-10-30 13:38:09.298+00,2025-10-30 13:38:08.997325+00
90cbb144-4fde-41cd-9d02-6c915dc48850,"Aggron ""1/109"" Ruby and Sapphire reverse holo",2025-11-30 15:13:46.778+00,2025-11-30 15:13:47.400024+00
9145dec2-8924-4665-bb85-9dd5f6c809ff,Togetic Delta Species 11/101 Dragon Frontiers reverse holo,2025-10-29 13:48:12.83+00,2025-10-29 13:48:14.08282+00
917fc455-9ba4-4f3a-8fd3-e34602a036e4,Charizard 1/99 Arceus reverse holo,2025-10-31 12:06:17.729+00,2025-10-31 12:06:17.668392+00
926a3178-6cdb-4eea-99a2-6f8317701728,Champions Festival World Championships 2017 Staff SM Promos SM78,2025-11-07 02:46:07.853+00,2025-11-07 02:46:08.100255+00
92d5c271-14e9-4ed8-ac6d-7290e8ad8ab1,Time Space Distortion 124/123 Mysterious Treasures holo,2025-10-30 13:10:53.739+00,2025-10-30 13:10:53.081077+00
93568b4f-699e-4008-a3f5-ceff5e3b2287,Warp Energy 147/147 Aquapolis reverse holo,2025-10-31 12:36:58.158+00,2025-10-31 12:36:57.924138+00
943ae3b5-de28-49de-acc3-343d3a533a4f,Kabutops Delta Species 9/110 Holon Phantoms reverse holo,2025-10-31 13:40:15.692+00,2025-10-31 13:40:15.395912+00
95b75382-2b57-40b9-9dc8-b6030dc8fe4f,Empoleon LV.X  Diamond and Pearl Promos DP11 holo,2025-10-29 19:27:36.993+00,2025-10-29 19:27:37.736567+00
95b8c6f1-4c24-4e8c-933e-5d5e2c49ca26,Gardevoir ex 96/100 Sandstorm holo,2025-10-31 03:15:15.517+00,2025-10-31 03:15:15.854138+00
9727fdad-b597-46ef-97c5-224bd60450fd,Reshiram GX Secret 71/70 Dragon Majesty holo,2025-10-31 02:34:23.657+00,2025-10-31 02:34:24.438451+00
97528056-0821-4695-91a1-155374cc37a4,Tropical Beach 2011 Ross Cawthon World Championship Decks BW28,2025-10-29 19:32:15.199+00,2025-10-29 19:32:15.800107+00
978d69c2-ac14-42dd-9125-78eb9c50ab4b,"Pikachu ""57/108"" Power Keepers reverse holo",2025-12-02 03:56:59.383+00,2025-12-02 03:56:58.830374+00
979812d2-8065-448b-834d-b1a30db7954a,Rayquaza C Supreme Victors 8 reverse holo,2025-10-29 12:46:32.116+00,2025-10-29 12:46:33.336936+00
986a0186-6f3b-400b-b721-be5cfd94e04a,Mew ex 100/110 Holon Phantoms holo,2025-10-29 12:36:21.154+00,2025-10-29 12:36:22.422972+00
98730ef9-49a7-429e-96d2-4bd29f7d9301,Rhyperior LV.X 145/146 Legends Awakened holo,2025-10-31 12:07:22.182+00,2025-10-31 12:07:22.064296+00
98f6e738-f230-4345-aed2-e168e9ea3acd,"Dark Tyranitar 20/109 EX Team Rocket Returns ""020/109"" Deck Exclusives holo",2025-12-07 06:00:33.679+00,2025-12-07 06:00:34.868157+00
9a02cdac-0750-4a57-8a0a-5eb9c17fdd16,Lugia GX Secret 227/214 Lost Thunder holo,2025-10-29 19:26:37.061+00,2025-10-29 19:26:37.822795+00
9a819c40-6109-455b-81ed-e96c09eaaa6b,Munchlax 69 69/111 Rising Rivals reverse holo,2025-10-31 12:09:23.363+00,2025-10-31 12:09:23.144922+00
9a92851b-17fc-40f2-9b6d-a3eab6f895fa,"Crawdaunt ""6/107"" Deoxys reverse holo",2026-02-06 17:06:04.442+00,2026-02-06 17:06:06.196807+00
9ad67e5c-d859-490b-b351-cff64aacd9b3,Unown ! !/28 Unseen Forces holo,2025-10-29 17:47:21.855+00,2025-10-29 17:47:22.895788+00
9af0430d-82b6-4d65-891f-c89f12e71672,Lugia 14/132 Secret Wonders reverse holo,2025-10-30 13:18:55.991+00,2025-10-30 13:18:55.36921+00
9ba304ea-55be-4121-93e5-b4bfca557954,"Jolteon ""6/100"" Sandstorm reverse holo",2025-12-27 15:24:23.29+00,2025-12-27 15:24:23.738659+00
9caa2f17-c7ee-493b-bdd8-b2ac99cd71de,Kyogre ex Nintendo Power Magazine Nintendo Promos 001 holo,2026-03-25 11:31:53.48+00,2026-03-25 11:31:53.33055+00
9ccee6cb-0e30-4456-85d8-b8acdf0b03a1,"Umbreon ""10/90"" Undaunted reverse holo",2025-12-15 03:31:06.921+00,2025-12-15 03:30:58.745259+00
9d5390ea-77a3-4f5e-8339-222ea57fb403,Champions Festival Worlds 13 Black and White Promos BW95,2026-02-27 15:58:23.624+00,2026-02-27 15:58:17.060752+00
9d8b5510-046d-4311-8ffc-365919829e9b,______'s Pikachu 24/53 WoTC Promo holo,2025-10-30 20:09:28.811+00,2025-10-30 20:09:28.901828+00
9dae8c88-2ca0-4bbc-ae7f-dbaffcf1a703,"Sneasel ex ""103/109"" Ruby and Sapphire holo",2025-11-30 22:04:15.351+00,2025-11-30 22:04:14.23783+00
9dd77543-c550-400c-8920-4d84e1da3b5d,Wartortle 50/112 FireRed & LeafGreen reverse holo,2025-10-31 12:52:09.969+00,2025-10-31 12:52:09.747487+00
9e36f7f5-f473-4ba8-bfb3-f20f44c1f14b,Palkia G Lv.X 125/127 Platinum holo,2025-10-31 12:51:22.726+00,2025-10-31 12:51:22.446741+00
9e5860b9-54f6-45ea-a6a4-0dedbe35e6a2,Houndour 113/165 Expedition reverse holo,2025-10-31 13:32:54.943+00,2025-10-31 13:32:54.930032+00
