search_term,item_id,title,auction_price,buy_it_now_price,shipping_cost,time_remaining,url,card_condition,tcg_product_id,tcg_url,subTypeName,lowPrice,midPrice,marketPrice,buy_it_now_total,auction_total,roi
"Pikachu ""173/165"" Scarlet & Violet 151 holo",v1|318036016715|0,Pokémon Pikachu 173/165 Illustration Rare Holo Sv: Scarlet & Violet 151 Card,41.0,,5.2,1d 22h 38m,https://www.ebay.com/itm/318036016715?_skw=Pikachu+%22173%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c6c7e4b:g:wAwAAeSwMBxpvdxR,,513721,https://www.tcgplayer.com/product/513721/pokemon-sv-scarlet-and-violet-151-pikachu-173-165,Holofoil,73.7,89.99,83.93,,46.2,
"Pikachu ""173/165"" Scarlet & Violet 151 holo",v1|377049816343|0,Pokemon TCG Pikachu IR 173/165 Sv: Scarlet & Violet 151 Illustration Rare Holo,85.0,,5.07,0d 13h 52m,https://www.ebay.com/itm/377049816343?_skw=Pikachu+%22173%2F165%22+Scarlet+%26+Violet+151+holo&hash=item57c9eb9d17:g:BAkAAeSwG-RpvXMt,,513721,https://www.tcgplayer.com/product/513721/pokemon-sv-scarlet-and-violet-151-pikachu-173-165,Holofoil,73.7,89.99,83.93,,90.07,
"Bulbasaur ""166/165"" Scarlet & Violet 151 holo",v1|277823937567|0,Pokemon TCG Bulbasaur 166/165 Sv: Scarlet & Violet 151 Holo,90.0,,5.0,0d 0h 39m,https://www.ebay.com/itm/277823937567?_skw=Bulbasaur+%22166%2F165%22+Scarlet+%26+Violet+151+holo&hash=item40af98dc1f:g:XwcAAeSwfKFpuMTO,,516997,https://www.tcgplayer.com/product/516997/pokemon-sv-scarlet-and-violet-151-bulbasaur-166-165,Holofoil,80.0,102.24,94.83,,95.0,
"Bulbasaur ""166/165"" Scarlet & Violet 151 holo",v1|318036184915|0,Pokémon Bulbasaur 166/165 Sv: Scarlet & Violet 151 Illustration Rare Holo,49.0,,5.0,0d 21h 59m,https://www.ebay.com/itm/318036184915?_skw=Bulbasaur+%22166%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c6f0f53:g:l-kAAeSw~dxptDJw,,516997,https://www.tcgplayer.com/product/516997/pokemon-sv-scarlet-and-violet-151-bulbasaur-166-165,Holofoil,80.0,102.24,94.83,,54.0,
"Bulbasaur ""166/165"" Scarlet & Violet 151 holo",v1|168257348269|0,bulbasaur 166/165 sv: scarlet violet 151 holo Pokemon Tcg NM,85.0,,5.52,1d 21h 2m,https://www.ebay.com/itm/168257348269?_skw=Bulbasaur+%22166%2F165%22+Scarlet+%26+Violet+151+holo&hash=item272ceb62ad:g:jesAAeSwG-xpuzPY,,516997,https://www.tcgplayer.com/product/516997/pokemon-sv-scarlet-and-violet-151-bulbasaur-166-165,Holofoil,80.0,102.24,94.83,,90.52,
"Bulbasaur ""166/165"" Scarlet & Violet 151 holo",v1|157770708172|0,Bulbasaur Full Art Holo IR Scarlet & Violet Illustration Card 166/165 Rare 151 M,76.0,,0.0,0d 22h 54m,https://www.ebay.com/itm/157770708172?_skw=Bulbasaur+%22166%2F165%22+Scarlet+%26+Violet+151+holo&hash=item24bbddf4cc:g:E~oAAeSw3EZpvK6p,,516997,https://www.tcgplayer.com/product/516997/pokemon-sv-scarlet-and-violet-151-bulbasaur-166-165,Holofoil,80.0,102.24,94.83,,76.0,
"Bulbasaur ""166/165"" Scarlet & Violet 151 holo",v1|327064860652|0,Bulbasaur 166/165 Sv: Scarlet & Violet 151 Holo ENGLISH,89.99,,5.07,1d 21h 38m,https://www.ebay.com/itm/327064860652?_skw=Bulbasaur+%22166%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4c2695b7ec:g:vNMAAeSwFENpt0QU,,516997,https://www.tcgplayer.com/product/516997/pokemon-sv-scarlet-and-violet-151-bulbasaur-166-165,Holofoil,80.0,102.24,94.83,,95.06,
"Ivysaur ""167/165"" Scarlet & Violet 151 holo",v1|127762196330|0,Ivysaur 167/165 Sv: Scarlet & Violet 151 Holo,32.0,,5.52,1d 19h 2m,https://www.ebay.com/itm/127762196330?_skw=Ivysaur+%22167%2F165%22+Scarlet+%26+Violet+151+holo&hash=item1dbf38676a:g:omEAAeSwZQRpqhY-,,516998,https://www.tcgplayer.com/product/516998/pokemon-sv-scarlet-and-violet-151-ivysaur-167-165,Holofoil,44.95,62.99,58.28,,37.519999999999996,
"Ivysaur ""167/165"" Scarlet & Violet 151 holo",v1|287224840299|0,Ivysaur 167/165 Sv: Scarlet & Violet 151 Holo,45.0,,5.52,0d 14h 32m,https://www.ebay.com/itm/287224840299?_skw=Ivysaur+%22167%2F165%22+Scarlet+%26+Violet+151+holo&hash=item42dfef406b:g:mnsAAeSwqGNpsvC3,,516998,https://www.tcgplayer.com/product/516998/pokemon-sv-scarlet-and-violet-151-ivysaur-167-165,Holofoil,44.95,62.99,58.28,,50.519999999999996,
"Blastoise ex ""184/165"" Scarlet & Violet 151 holo",v1|236702548760|0,Blastoise ex 184/165 Sv: Scarlet & Violet 151 Holo,11.0,,5.52,0d 22h 38m,https://www.ebay.com/itm/236702548760?_skw=Blastoise+ex+%22184%2F165%22+Scarlet+%26+Violet+151+holo&hash=item371c924318:g:-woAAeSwsV9pueYM,,517015,https://www.tcgplayer.com/product/517015/pokemon-sv-scarlet-and-violet-151-blastoise-ex-184-165,Holofoil,21.99,29.85,26.92,,16.52,
"Blastoise ex ""184/165"" Scarlet & Violet 151 holo",v1|318038912469|0,"Pokémon TCG Blastoise EX Holo Ultra Rare Card Scarlet VIOLET-151, 184/165",10.5,,7.7,1d 12h 28m,https://www.ebay.com/itm/318038912469?_skw=Blastoise+ex+%22184%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c98add5:g:LTYAAeSwQQ9pvrE2,,517015,https://www.tcgplayer.com/product/517015/pokemon-sv-scarlet-and-violet-151-blastoise-ex-184-165,Holofoil,21.99,29.85,26.92,,18.2,
"Blastoise ex ""184/165"" Scarlet & Violet 151 holo",v1|389794617924|0,Blastoise ex 184/165 Sv: Scarlet & Violet 151 Holo,105.5,,4.88,0d 21h 27m,https://www.ebay.com/itm/389794617924?_skw=Blastoise+ex+%22184%2F165%22+Scarlet+%26+Violet+151+holo&hash=item5ac191da44:g:2bcAAeSwUh1pwyOd,,517015,https://www.tcgplayer.com/product/517015/pokemon-sv-scarlet-and-violet-151-blastoise-ex-184-165,Holofoil,21.99,29.85,26.92,,110.38,
"Charizard ex ""183/165"" Scarlet & Violet 151 holo",v1|318038904808|0,Charizard EX Holo Rare Pokémon TCG Card 183/165 Scarlet & Violet 151,26.0,,7.7,1d 12h 25m,https://www.ebay.com/itm/318038904808?_skw=Charizard+ex+%22183%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c988fe8:g:aVYAAeSwUoFpvq~l,,517017,https://www.tcgplayer.com/product/517017/pokemon-sv-scarlet-and-violet-151-charizard-ex-183-165,Holofoil,45.67,54.95,50.06,,33.7,
"Charizard ex ""183/165"" Scarlet & Violet 151 holo",v1|336493378121|0,Charizard ex 183/165 Sv: Scarlet & Violet 151 Holo,75.0,100.0,4.85,1d 14h 59m,https://www.ebay.com/itm/336493378121?_skw=Charizard+ex+%22183%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4e58917a49:g:XRkAAeSwMqFpozG7,,517017,https://www.tcgplayer.com/product/517017/pokemon-sv-scarlet-and-violet-151-charizard-ex-183-165,Holofoil,45.67,54.95,50.06,104.85,79.85,2.2958178235165314
"Charmeleon ""169/165"" Scarlet & Violet 151 holo",v1|177983772877|0,Pokémon TCG Charmeleon Holo Card 169/165 Scarlet & Violet 151 NM Condition,79.99,,0.0,0d 20h 40m,https://www.ebay.com/itm/177983772877?_skw=Charmeleon+%22169%2F165%22+Scarlet+%26+Violet+151+holo&hash=item2970a8d8cd:g:p3EAAeSwsgtpwHX-,,517018,https://www.tcgplayer.com/product/517018/pokemon-sv-scarlet-and-violet-151-charmeleon-169-165,Holofoil,71.5,92.34,78.28,,79.99,
"Charmeleon ""169/165"" Scarlet & Violet 151 holo",v1|157773144263|0,Pokémon TCG: Scarlet & Violet 151 Holo - Charmeleon 169/165 IR - NM,60.99,89.99,0.0,1d 0h 47m,https://www.ebay.com/itm/157773144263?_skw=Charmeleon+%22169%2F165%22+Scarlet+%26+Violet+151+holo&hash=item24bc0320c7:g:6TAAAeSw9gJpvgwz,,517018,https://www.tcgplayer.com/product/517018/pokemon-sv-scarlet-and-violet-151-charmeleon-169-165,Holofoil,71.5,92.34,78.28,89.99,60.99,1.2586013986013986
"Charmeleon ""169/165"" Scarlet & Violet 151 holo",v1|236703896307|0,Pokémon Charmeleon Scarlet & Violet 151 Illustration Rare Holo 169/165,16.0,,0.0,1d 13h 47m,https://www.ebay.com/itm/236703896307?_skw=Charmeleon+%22169%2F165%22+Scarlet+%26+Violet+151+holo&hash=item371ca6d2f3:g:uBEAAeSwASBpvsO9,,517018,https://www.tcgplayer.com/product/517018/pokemon-sv-scarlet-and-violet-151-charmeleon-169-165,Holofoil,71.5,92.34,78.28,,16.0,
"Charmeleon ""169/165"" Scarlet & Violet 151 holo",v1|389778702508|0,Charmeleon 169/165 Sv: Scarlet & Violet 151 Holo,95.0,,5.0,1d 11h 20m,https://www.ebay.com/itm/389778702508?_skw=Charmeleon+%22169%2F165%22+Scarlet+%26+Violet+151+holo&hash=item5ac09f00ac:g:v1MAAeSwW5RptWaj,,517018,https://www.tcgplayer.com/product/517018/pokemon-sv-scarlet-and-violet-151-charmeleon-169-165,Holofoil,71.5,92.34,78.28,,100.0,
"Dragonair ""181/165"" Scarlet & Violet 151 holo",v1|137159262322|0,Dragonair 181/165 Sv: Scarlet & Violet 151 Holo,14.99,,13.89,1d 6h 14m,https://www.ebay.com/itm/137159262322?_skw=Dragonair+%22181%2F165%22+Scarlet+%26+Violet+151+holo&hash=item1fef544072:g:2ecAAeSwj3JporES,,517020,https://www.tcgplayer.com/product/517020/pokemon-sv-scarlet-and-violet-151-dragonair-181-165,Holofoil,40.0,60.0,50.63,,28.880000000000003,
"Dragonair ""181/165"" Scarlet & Violet 151 holo",v1|287231795279|0,Pokémon TCG Dragonair Scarlet & Violet 151 Illustration Rare Holo 181/165 MINT,49.0,,5.5,1d 11h 21m,https://www.ebay.com/itm/287231795279?_skw=Dragonair+%22181%2F165%22+Scarlet+%26+Violet+151+holo&hash=item42e059604f:g:J9MAAeSw0vBpw-eI,,517020,https://www.tcgplayer.com/product/517020/pokemon-sv-scarlet-and-violet-151-dragonair-181-165,Holofoil,40.0,60.0,50.63,,54.5,
"Dragonair ""181/165"" Scarlet & Violet 151 holo",v1|306839385685|0,Pokémon Dragonair SV: Scarlet & Violet 151 Holo 181/165 Illustration Rare Card,39.99,,5.52,1d 18h 44m,https://www.ebay.com/itm/306839385685?_skw=Dragonair+%22181%2F165%22+Scarlet+%26+Violet+151+holo&hash=item47710d7655:g:rdUAAeSwLfppreKo,,517020,https://www.tcgplayer.com/product/517020/pokemon-sv-scarlet-and-violet-151-dragonair-181-165,Holofoil,40.0,60.0,50.63,,45.510000000000005,
"Dragonair ""181/165"" Scarlet & Violet 151 holo",v1|177977378660|0,Pokémon Dragonair Illustration Rare Full Art Holo 181/165 Scarlet & Violet 151 …,60.0,,5.07,0d 18h 0m,https://www.ebay.com/itm/177977378660?_skw=Dragonair+%22181%2F165%22+Scarlet+%26+Violet+151+holo&hash=item2970474764:g:7tEAAeSwHTRpj5ba,,517020,https://www.tcgplayer.com/product/517020/pokemon-sv-scarlet-and-violet-151-dragonair-181-165,Holofoil,40.0,60.0,50.63,,65.07,
"Machoke ""177/165"" Scarlet & Violet 151 holo",v1|267618671440|0,Machoke 177/165 Sv: Scarlet & Violet 151 Illustration Rare Holo NM,5.5,,5.52,0d 15h 11m,https://www.ebay.com/itm/267618671440?_skw=Machoke+%22177%2F165%22+Scarlet+%26+Violet+151+holo&hash=item3e4f50db50:g:zBMAAeSwlONpwsu~,,517025,https://www.tcgplayer.com/product/517025/pokemon-sv-scarlet-and-violet-151-machoke-177-165,Holofoil,19.99,25.99,23.17,,11.02,
"Mew ex ""193/165"" Scarlet & Violet 151 holo",v1|318038926155|0,Pokémon TCG Mew EX 193/165 Scarlet & Violet 151 Holo Card,10.5,,7.7,1d 12h 34m,https://www.ebay.com/itm/318038926155?_skw=Mew+ex+%22193%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c98e34b:g:T3YAAeSw7-tpvrKQ,,517027,https://www.tcgplayer.com/product/517027/pokemon-sv-scarlet-and-violet-151-mew-ex-193-165,Holofoil,40.0,48.91,47.31,,18.2,
"Mew ex ""193/165"" Scarlet & Violet 151 holo",v1|336498664061|0,Pokémon Mew ex Ultra Rare Full Art Holo Scarlet & Violet 151 193/165 Card — NM ,22.5,,5.52,1d 1h 18m,https://www.ebay.com/itm/336498664061?_skw=Mew+ex+%22193%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4e58e2227d:g:gscAAeSwdJ9pw1kI,,517027,https://www.tcgplayer.com/product/517027/pokemon-sv-scarlet-and-violet-151-mew-ex-193-165,Holofoil,40.0,48.91,47.31,,28.02,
"Poliwhirl ""176/165"" Scarlet & Violet 151 holo",v1|267617963322|0,Poliwhirl 176/165 Sv: Scarlet & Violet 151 Holo,16.5,,6.5,1d 22h 10m,https://www.ebay.com/itm/267617963322?_skw=Poliwhirl+%22176%2F165%22+Scarlet+%26+Violet+151+holo&hash=item3e4f460d3a:g:qcIAAeSw5JVpwdyG,,517034,https://www.tcgplayer.com/product/517034/pokemon-sv-scarlet-and-violet-151-poliwhirl-176-165,Holofoil,35.2,42.85,39.48,,23.0,
"Poliwhirl ""176/165"" Scarlet & Violet 151 holo",v1|318036187835|0,Pokémon Poliwhirl 176/165 Sv: Scarlet & Violet 151 Illustration Rare Holo Card,24.5,,5.0,0d 22h 0m,https://www.ebay.com/itm/318036187835?_skw=Poliwhirl+%22176%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c6f1abb:g:SIsAAeSwO6xptDLg,,517034,https://www.tcgplayer.com/product/517034/pokemon-sv-scarlet-and-violet-151-poliwhirl-176-165,Holofoil,35.2,42.85,39.48,,29.5,
"Poliwhirl ""176/165"" Scarlet & Violet 151 holo",v1|318034754417|0,Pokémon Poliwhirl 176/165 Illustration Rare Holo Sv: Scarlet & Violet 151 Card,18.5,,5.2,1d 22h 17m,https://www.ebay.com/itm/318034754417?_skw=Poliwhirl+%22176%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c593b71:g:NggAAeSwfKJpvXgL,,517034,https://www.tcgplayer.com/product/517034/pokemon-sv-scarlet-and-violet-151-poliwhirl-176-165,Holofoil,35.2,42.85,39.48,,23.7,
"Psyduck ""175/165"" Scarlet & Violet 151 holo",v1|157772674199|0,Pokémon TCG Psyduck Scarlet Violet-151 Holo Illustration Card 175/165,39.0,,5.0,0d 19h 56m,https://www.ebay.com/itm/157772674199?_skw=Psyduck+%22175%2F165%22+Scarlet+%26+Violet+151+holo&hash=item24bbfbf497:g:Xr8AAeSwEE5pvciI,,517035,https://www.tcgplayer.com/product/517035/pokemon-sv-scarlet-and-violet-151-psyduck-175-165,Holofoil,52.8,64.6,58.0,,44.0,
"Psyduck ""175/165"" Scarlet & Violet 151 holo",v1|287231796907|0,Psyduck 175/165 Sv: Scarlet & Violet 151 Holo MINT,55.0,,5.5,1d 11h 21m,https://www.ebay.com/itm/287231796907?_skw=Psyduck+%22175%2F165%22+Scarlet+%26+Violet+151+holo&hash=item42e05966ab:g:LEsAAeSw7rppw-em,,517035,https://www.tcgplayer.com/product/517035/pokemon-sv-scarlet-and-violet-151-psyduck-175-165,Holofoil,52.8,64.6,58.0,,60.5,
"Psyduck ""175/165"" Scarlet & Violet 151 holo",v1|157773271321|0,Psyduck 175/165 Sv: Scarlet & Violet 151 Holo,43.99,,0.0,1d 2h 28m,https://www.ebay.com/itm/157773271321?_skw=Psyduck+%22175%2F165%22+Scarlet+%26+Violet+151+holo&hash=item24bc051119:g:GaUAAeSwQ6lpviQN,,517035,https://www.tcgplayer.com/product/517035/pokemon-sv-scarlet-and-violet-151-psyduck-175-165,Holofoil,52.8,64.6,58.0,,43.99,
"Psyduck ""175/165"" Scarlet & Violet 151 holo",v1|277823122967|0,2023 Pokemon TCG Scarlet Violet 151  PSYDUCK 175/165  ILLUSTRATION RARE IR HOLO,36.0,,6.0,1d 17h 24m,https://www.ebay.com/itm/277823122967?_skw=Psyduck+%22175%2F165%22+Scarlet+%26+Violet+151+holo&hash=item40af8c6e17:g:O0kAAeSwl~dpvvao,,517035,https://www.tcgplayer.com/product/517035/pokemon-sv-scarlet-and-violet-151-psyduck-175-165,Holofoil,52.8,64.6,58.0,,42.0,
"Psyduck ""175/165"" Scarlet & Violet 151 holo",v1|137158227909|0,Psyduck Holo IR 175/165 Sv: Scarlet & Violet 151 NM Condition,31.0,,5.07,0d 22h 9m,https://www.ebay.com/itm/137158227909?_skw=Psyduck+%22175%2F165%22+Scarlet+%26+Violet+151+holo&hash=item1fef4477c5:g:WiAAAeSwrIBpwIrq,,517035,https://www.tcgplayer.com/product/517035/pokemon-sv-scarlet-and-violet-151-psyduck-175-165,Holofoil,52.8,64.6,58.0,,36.07,
"Psyduck ""175/165"" Scarlet & Violet 151 holo",v1|318034824226|0,Pokémon Psyduck 175/165 Illustration Rare Holo Sv: Scarlet & Violet 151 Card,23.5,,5.2,1d 22h 22m,https://www.ebay.com/itm/318034824226?_skw=Psyduck+%22175%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c5a4c22:g:IFMAAeSwmsVpvXtm,,517035,https://www.tcgplayer.com/product/517035/pokemon-sv-scarlet-and-violet-151-psyduck-175-165,Holofoil,52.8,64.6,58.0,,28.7,
"Wartortle ""171/165"" Scarlet & Violet 151 holo",v1|318039052205|0,Pokémon TCG Wartortle 171/165 Scarlet & Violet 151 Illustration Rare Holo Card,43.0,,7.7,1d 13h 4m,https://www.ebay.com/itm/318039052205?_skw=Wartortle+%22171%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c9acfad:g:gMgAAeSwCexpvrm2,,517038,https://www.tcgplayer.com/product/517038/pokemon-sv-scarlet-and-violet-151-wartortle-171-165,Holofoil,58.5,75.25,67.54,,50.7,
"Wartortle ""171/165"" Scarlet & Violet 151 holo",v1|318036222243|0,Pokémon Wartortle 171/165 Sv: Scarlet & Violet 151 Illustration Rare Holo,59.0,,5.0,0d 22h 5m,https://www.ebay.com/itm/318036222243?_skw=Wartortle+%22171%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c6fa123:g:pbkAAeSwFXpptDQj,,517038,https://www.tcgplayer.com/product/517038/pokemon-sv-scarlet-and-violet-151-wartortle-171-165,Holofoil,58.5,75.25,67.54,,64.0,
"Venusaur ex ""198/165"" Scarlet & Violet 151 holo",v1|117102051440|0,Venusaur ex 198/165 Sv: Scarlet & Violet 151 Holo,115.0,,7.5,0d 16h 33m,https://www.ebay.com/itm/117102051440?_skw=Venusaur+ex+%22198%2F165%22+Scarlet+%26+Violet+151+holo&hash=item1b43d38070:g:W9QAAeSwPsRpuLW2,,517044,https://www.tcgplayer.com/product/517044/pokemon-sv-scarlet-and-violet-151-venusaur-ex-198-165,Holofoil,132.99,159.99,149.38,,122.5,
"Venusaur ex ""198/165"" Scarlet & Violet 151 holo",v1|298158292184|0,Venusaur ex 198/165 Sv: Scarlet & Violet 151 Holo,31.0,,7.7,1d 1h 36m,https://www.ebay.com/itm/298158292184?_skw=Venusaur+ex+%22198%2F165%22+Scarlet+%26+Violet+151+holo&hash=item456b9e7cd8:g:GxAAAeSwSVZpw15d,,517044,https://www.tcgplayer.com/product/517044/pokemon-sv-scarlet-and-violet-151-venusaur-ex-198-165,Holofoil,132.99,159.99,149.38,,38.7,
"Venusaur ex ""198/165"" Scarlet & Violet 151 holo",v1|147218707606|0,Venusaur ex 198/165 Sv: Scarlet  Violet 151 Holo SIR,61.0,,7.5,1d 2h 1m,https://www.ebay.com/itm/147218707606?_skw=Venusaur+ex+%22198%2F165%22+Scarlet+%26+Violet+151+holo&hash=item2246eb3496:g:PsAAAeSw1pFpwMES,,517044,https://www.tcgplayer.com/product/517044/pokemon-sv-scarlet-and-violet-151-venusaur-ex-198-165,Holofoil,132.99,159.99,149.38,,68.5,
"Venusaur ex ""198/165"" Scarlet & Violet 151 holo",v1|389794627155|0,Venusaur ex 198/165 Sv: Scarlet & Violet 151 Holo,132.5,,4.88,0d 21h 32m,https://www.ebay.com/itm/389794627155?_skw=Venusaur+ex+%22198%2F165%22+Scarlet+%26+Violet+151+holo&hash=item5ac191fe53:g:9I4AAeSwdbdpwyTM,,517044,https://www.tcgplayer.com/product/517044/pokemon-sv-scarlet-and-violet-151-venusaur-ex-198-165,Holofoil,132.99,159.99,149.38,,137.38,
"Venusaur ex ""198/165"" Scarlet & Violet 151 holo",v1|177983804111|0,Pokemon Venusaur Ex 198/165 Special Illustration Scarlet & Violet 151 Holo NM,149.99,,0.0,0d 20h 51m,https://www.ebay.com/itm/177983804111?_skw=Venusaur+ex+%22198%2F165%22+Scarlet+%26+Violet+151+holo&hash=item2970a952cf:g:At4AAeSwwkppwHgq,,517044,https://www.tcgplayer.com/product/517044/pokemon-sv-scarlet-and-violet-151-venusaur-ex-198-165,Holofoil,132.99,159.99,149.38,,149.99,
"Charizard ex ""199/165"" Scarlet & Violet 151 holo",v1|227274890575|0,Charizard ex 199/165 Scarlet & Violet 151 Special Illustration Rare Holo RAW,45.0,,8.1,0d 22h 6m,https://www.ebay.com/itm/227274890575?_skw=Charizard+ex+%22199%2F165%22+Scarlet+%26+Violet+151+holo&hash=item34eaa39d4f:g:IlAAAeSwb89pxdAA,,517045,https://www.tcgplayer.com/product/517045/pokemon-sv-scarlet-and-violet-151-charizard-ex-199-165,Holofoil,399.32,499.99,444.62,,53.1,
"Charizard ex ""199/165"" Scarlet & Violet 151 holo",v1|227268197812|0,Charizard ex 199/165 Sv: Scarlet & Violet 151 Special Illustration Rare Holo,335.0,,5.07,0d 11h 24m,https://www.ebay.com/itm/227268197812?_skw=Charizard+ex+%22199%2F165%22+Scarlet+%26+Violet+151+holo&hash=item34ea3d7db4:g:PJcAAeSwH1RpqteO,,517045,https://www.tcgplayer.com/product/517045/pokemon-sv-scarlet-and-violet-151-charizard-ex-199-165,Holofoil,399.32,499.99,444.62,,340.07,
"Charizard ex ""199/165"" Scarlet & Violet 151 holo",v1|318036009664|0,Pokémon Charizard ex 199/165 Illustration Rare Holo Sv: Scarlet & Violet 151,375.0,,5.2,1d 22h 32m,https://www.ebay.com/itm/318036009664?_skw=Charizard+ex+%22199%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c6c62c0:g:y7wAAeSwoolpvdqi,,517045,https://www.tcgplayer.com/product/517045/pokemon-sv-scarlet-and-violet-151-charizard-ex-199-165,Holofoil,399.32,499.99,444.62,,380.2,
"Charizard ex ""199/165"" Scarlet & Violet 151 holo",v1|137158546971|0,Charizard ex 199/165 Sv: Scarlet & Violet 151 Holo 🔥 🔥,400.0,,5.07,1d 0h 33m,https://www.ebay.com/itm/137158546971?_skw=Charizard+ex+%22199%2F165%22+Scarlet+%26+Violet+151+holo&hash=item1fef49561b:g:Jx0AAeSwxO5prPJ3,,517045,https://www.tcgplayer.com/product/517045/pokemon-sv-scarlet-and-violet-151-charizard-ex-199-165,Holofoil,399.32,499.99,444.62,,405.07,
"Blastoise ex ""200/165"" Scarlet & Violet 151 holo",v1|267617068561|0,Pokémon TCG Blastoise EX 200/165 Scarlet & Violet 151 Holo Card Sir NM Condition,100.0,,4.85,0d 21h 29m,https://www.ebay.com/itm/267617068561?_skw=Blastoise+ex+%22200%2F165%22+Scarlet+%26+Violet+151+holo&hash=item3e4f386611:g:LtkAAeSwpAtpwIFn,,517046,https://www.tcgplayer.com/product/517046/pokemon-sv-scarlet-and-violet-151-blastoise-ex-200-165,Holofoil,165.0,198.98,170.81,,104.85,
"Blastoise ex ""200/165"" Scarlet & Violet 151 holo",v1|318031966313|0,Blastoise ex 200/165 Sv: Scarlet & Violet 151 Holo,98.0,,0.0,0d 1h 5m,https://www.ebay.com/itm/318031966313?_skw=Blastoise+ex+%22200%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c2eb069:g:ecEAAeSwYhhpvL23,,517046,https://www.tcgplayer.com/product/517046/pokemon-sv-scarlet-and-violet-151-blastoise-ex-200-165,Holofoil,165.0,198.98,170.81,,98.0,
"Blastoise ex ""200/165"" Scarlet & Violet 151 holo",v1|397752420567|0,Blastoise ex 200/165 Sv: Scarlet & Violet 151 Holo NM PACK FRESH,52.0,,5.07,1d 20h 29m,https://www.ebay.com/itm/397752420567?_skw=Blastoise+ex+%22200%2F165%22+Scarlet+%26+Violet+151+holo&hash=item5c9be448d7:g:oMoAAeSwXJZpwcTc,,517046,https://www.tcgplayer.com/product/517046/pokemon-sv-scarlet-and-violet-151-blastoise-ex-200-165,Holofoil,165.0,198.98,170.81,,57.07,
"Blastoise ex ""200/165"" Scarlet & Violet 151 holo",v1|318036240215|0,Blastoise ex 200/165 Sv: Scarlet & Violet 151 Holo,110.0,175.0,0.0,0d 22h 13m,https://www.ebay.com/itm/318036240215?_skw=Blastoise+ex+%22200%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4a0c6fe757:g:lLkAAeSwryhpveic,,517046,https://www.tcgplayer.com/product/517046/pokemon-sv-scarlet-and-violet-151-blastoise-ex-200-165,Holofoil,165.0,198.98,170.81,175.0,110.0,1.0606060606060606
"Blastoise ex ""200/165"" Scarlet & Violet 151 holo",v1|236704258695|0,Blastoise ex 200/165 SIR Pokemon Sv: Scarlet & Violet 151 Holo Mint | English,250.0,380.0,0.0,1d 18h 33m,https://www.ebay.com/itm/236704258695?_skw=Blastoise+ex+%22200%2F165%22+Scarlet+%26+Violet+151+holo&hash=item371cac5a87:g:E3wAAeSwUEdptcu9,,517046,https://www.tcgplayer.com/product/517046/pokemon-sv-scarlet-and-violet-151-blastoise-ex-200-165,Holofoil,165.0,198.98,170.81,380.0,250.0,2.303030303030303
"Alakazam ex ""201/165"" Scarlet & Violet 151 holo",v1|147214667277|0,Alakazam ex 201/165 Sv: Scarlet & Violet 151 SIR Holo NM,60.0,,5.0,1d 0h 47m,https://www.ebay.com/itm/147214667277?_skw=Alakazam+ex+%22201%2F165%22+Scarlet+%26+Violet+151+holo&hash=item2246ad8e0d:g:ldkAAeSwhgxptxrS,,517047,https://www.tcgplayer.com/product/517047/pokemon-sv-scarlet-and-violet-151-alakazam-ex-201-165,Holofoil,70.0,91.29,86.59,,65.0,
"Alakazam ex ""201/165"" Scarlet & Violet 151 holo",v1|397744923392|0,Pokémon TCG Alakazam EX Holo Ultra Rare Scarlet and Violet 151 English 201/165,84.99,,4.0,1d 22h 14m,https://www.ebay.com/itm/397744923392?_skw=Alakazam+ex+%22201%2F165%22+Scarlet+%26+Violet+151+holo&hash=item5c9b71e300:g:1o4AAeSwP5NpvaTq,,517047,https://www.tcgplayer.com/product/517047/pokemon-sv-scarlet-and-violet-151-alakazam-ex-201-165,Holofoil,70.0,91.29,86.59,,88.99,
"Alakazam ex ""201/165"" Scarlet & Violet 151 holo",v1|336500480180|0,Pokémon TCG Alakazam EX 151 Holo Card Scarlet & Violet 201/165,41.0,,5.95,1d 21h 6m,https://www.ebay.com/itm/336500480180?_skw=Alakazam+ex+%22201%2F165%22+Scarlet+%26+Violet+151+holo&hash=item4e58fdd8b4:g:ztoAAeSwXBJpxHB-,,517047,https://www.tcgplayer.com/product/517047/pokemon-sv-scarlet-and-violet-151-alakazam-ex-201-165,Holofoil,70.0,91.29,86.59,,46.95,
